sagoNo,sido,sigungu,sagoReason,sagoDate,dong,addr,sagoLat,sagoLon,sinkWidth,sinkExtend,sinkDepth,grdKind,sagoDetail,deathCnt,injuryCnt,vehicleCnt,trStatus,trMethod,trAmt,trFnDate,daStDate,full_addr,lon,lat,geo_query,geo_method,geo_level,x_5187,y_5187
20200318,부산광역시,동래구,,20200707,명륜동,652-24,0E-10,0E-10,1.00,1.00,1.50,,,0,0,0,복구완료,되메우기 재 시공 및 포장 복구완료,0,20200715,00010101,명륜동 652-24,129.080221288627,35.2087002539976,부산광역시 동래구 명륜동 652-24,address,번지,207304.61,290251.56
20210002,부산광역시,사하구,,20210315,다대동,927-17번지 일원,0E-10,0E-10,0.50,0.70,1.20,,,0,0,0,복구완료,싱크홀 발생 구간 ASP포장 ,0,20210315,00010101,다대동 927-17번지 일원,128.974047349174,35.0608950220947,부산광역시 사하구 다대동 927-17,address,번지,197632.59,273850.95
20210009,부산광역시,사하구,,20210422,괴정동,203-31번지 ,0E-10,0E-10,2.00,4.00,5.00,기타,,0,0,0,복구완료,하수BOX 바닥세굴 보수 약 L=40m ,0,20210423,00010101,괴정동 203-31번지,129.003664667067,35.1055165743727,부산광역시 사하구 괴정동 203-31,address,번지,200334.11,278801.06
20210012,부산광역시,사하구,,20210617,다대동,943-3번지 일원 ,0E-10,0E-10,1.40,2.40,1.20,기타,,0,0,0,복구완료,해당구간 되메우기완료 ,0,20210619,00010101,다대동 943-3번지 일원,128.969406939667,35.0560284315716,부산광역시 사하구 다대동 943-3,address,번지,197209.12,273311.17
20210019,부산광역시,서구,,20210614,동대신동3가,63-315번지 (덕산빌라 앞),0E-10,0E-10,0.80,10.00,1.40,,,0,0,0,복구완료,비굴착시공으로 복구 완료.,0,20210624,00010101,동대신동3가 63-315번지 (덕산빌라 앞),129.019256692906,35.1177536623177,부산광역시 서구 동대신동3가 63-315,address,번지,201755.39,280158.84
20210038,부산광역시,남구,,20210513,용호동,370-18,0E-10,0E-10,1.00,1.00,1.00,,,0,0,0,복구완료,흄관 손상부 복구 및 포장완료,0,20210513,00010101,용호동 370-18,129.111879297538,35.1198557352796,부산광역시 남구 용호동 370-18,address,번지,210198.34,280397.61
20210050,부산광역시,사상구,,20210610,모라동,모라동 453번지 앞 도로,0E-10,0E-10,1.50,1.00,1.00,,,0,0,0,복구완료,"굴착부분 되메우기 재시공, 임시포장 복구 및 ASP절삭 덧씌우기(완전복구) 완료",0,20210703,00010101,모라동 모라동 453번지 앞 도로,128.989853912157,35.1869626047531,부산광역시 사상구 모라동 모라동 453,address,번지,199075.89,287836.99
20210051,부산광역시,북구,,20210518,구포동,1089번지 파리바게트 앞 보도,0E-10,0E-10,1.50,1.50,1.00,,,0,0,0,복구완료,"상수도 파열 단수 조치 후 관로 공사 시행하였으며, 보도 및 아스팔트 도로 원상복구",0,20210607,00010101,구포동 1089번지 파리바게트 앞 보도,128.994331923636,35.1964470006086,부산광역시 북구 구포동 1089,address,번지,199483.81,288889.19
20210063,부산광역시,금정구,,20210818,장전동,산2-12,0E-10,0E-10,1.00,1.00,1.50,기타,,0,0,0,복구완료,도로 횡단하는 노후 하수관로 교체 후 도로 복구 완료,0,20210820,00010101,장전동 산2-12,129.068247326326,35.2407838957474,부산광역시 금정구 장전동 산2-12,address,번지,206211.87,293810.25
20210066,부산광역시,사상구,,20210824,덕포동,산 8-41(대덕여고) 앞 도로,0E-10,0E-10,5.00,4.00,3.00,,,0,0,0,복구완료,"우수관로(D1,000mm) 교체 L=28m",0,20210905,00010101,덕포동 산 8-41(대덕여고) 앞 도로,128.993163205492,35.1784247190051,부산광역시 사상구 덕포동 산 8-41,address,번지,199377.24,286889.74
20210101,부산광역시,연제구,,20210506,연산동,산 181-1(황령산로 503 앞),0E-10,0E-10,0.80,7.00,1.30,,,0,0,0,복구완료,흙 다지기 및 되메우기 포장복구 완료,0,20210506,00010101,연산동 산 181-1(황령산로 503 앞),129.082700792591,35.1630964305764,부산광역시 연제구 연산동 산 181-1,address,번지,207534.59,285192.27
20210102,부산광역시,연제구,,20210308,거제동,1465-1(거제천로255번길 54),0E-10,0E-10,3.00,4.00,1.50,,,0,0,0,복구완료,흙 다지기 및 되메우기 주변도로 포장 복구완료 ,0,20210310,00010101,거제동 1465-1(거제천로255번길 54),129.085105233832,35.1944325345462,부산광역시 연제구 거제동 1465-1,address,번지,207750.68,288669.0
20210103,부산광역시,연제구,,20210614,거제동,1427-38(종합운동장로 7 홈플러스 앞 삼거리),0E-10,0E-10,2.00,3.00,2.40,,,0,0,0,임시복구,흙 다지기 및 되메우기 포장복구 완료,0,20210615,00010101,거제동 1427-38(종합운동장로 7 홈플러스 앞 삼거리),129.063012528181,35.1921812245375,부산광역시 연제구 거제동 1427-38,address,번지,205738.82,288417.74
20210146,부산광역시,사하구,,20210824,신평동,572번지 일원,0E-10,0E-10,3.00,10.00,5.00,기타,,0,0,0,복구완료,골재부설 및 뒷채움,0,20210924,00010101,신평동 572번지 일원,128.974317902384,35.0858513083001,부산광역시 사하구 신평동 572,address,번지,197657.98,276619.65
20210152,부산광역시,북구,,20211006,구포동,구포동 918-5번지 일원,0E-10,0E-10,0.50,0.70,1.00,기타,,0,0,0,복구완료,"확인굴착 후 도로함몰 원인파악, 노후 우수관 보강작업 및 복구",0,20211007,00010101,구포동 구포동 918-5번지 일원,128.994866711366,35.1984681625234,부산광역시 북구 구포동 구포동 918-5,address,번지,199532.53,289113.43
20210153,부산광역시,북구,,20210824,구포동,모분재로 148-1,0E-10,0E-10,1.00,1.00,1.00,기타,,0,0,0,복구완료,유관기관(환경관리공단) 입회 하에 우수관로 및 오수관리 cctv 탐사 후 우수박스 등 원상복구,0,20210903,00010101,구포동 모분재로 148-1,129.012168928801,35.1966661135286,부산광역시 북구 구포동 모분재로 148-1,address,번지,201108.21,288913.56
20210170,부산광역시,동래구,,20210806,,명륜동 632-1번지 일원,0E-10,0E-10,1.00,1.00,0.80,,,0,0,0,복구완료,"굴착구간 전폭 아스팔트 절삭 후 덧씌우기
",0,20210814,00010101,명륜동 632-1번지 일원,129.082024869828,35.2075751528636,부산광역시 동래구 명륜동 632-1,address,번지,207468.94,290126.87
20210171,부산광역시,서구,,20211115,서대신동3가,꽃마을로 59 일원,0E-10,0E-10,0.30,0.30,1.50,호상편마암,,0,0,0,복구완료,되메움 및 다짐 후 비굴착 보수,0,20211116,00010101,서대신동3가 꽃마을로 59 일원,129.011137312888,35.1191651261966,부산광역시 서구 서대신동3가 꽃마을로 59,address,번지,201015.23,280315.32
20220042,부산광역시,북구,,20220120,만덕동,792번지,0E-10,0E-10,0.50,0.70,1.00,,,0,0,0,복구완료,상수도관 누수 정비 후 굴착복구,0,20220121,00010101,만덕동 792번지,129.036563597852,35.2134636455187,부산광역시 북구 만덕동 792,address,번지,203329.13,290777.69
20220055,부산광역시,서구,,20220104,아미동2가,85-3 번지 일원,0E-10,0E-10,0.25,25.00,3.00,기타,,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20220325,00010101,아미동2가 85-3 번지 일원,129.016709431033,35.0987703506613,부산광역시 서구 아미동2가 85-3,address,번지,201523.54,278052.74
20220086,부산광역시,금정구,,20220625,금사동,금사동 110-6번지 앞,0E-10,0E-10,1.00,1.50,1.50,,,0,0,0,복구완료,침하 발생구간 굴착 및 골재포설 후 포장 완료,0,20220630,00010101,금사동 금사동 110-6번지 앞,129.115347853692,35.2163506598001,부산광역시 금정구 금사동 금사동 110-6,address,번지,210502.11,291103.47
20220147,부산광역시,동래구,,20220711,안락동,안락동 732-1 인근 (동래벽산아파트 앞 횡단보도),0E-10,0E-10,0.10,0.10,1.33,,,0,0,0,복구완료,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",0,20220726,00010101,안락동 안락동 732-1 인근 (동래벽산아파트 앞 횡단보도),129.097855983445,35.1954118382742,부산광역시 동래구 안락동 안락동 732-1,address,번지,208911.81,288778.72
20220160,부산광역시,부산진구,,20220902,가야동,221-2번지 세연정 앞 보도,0E-10,0E-10,2.00,2.00,1.50,,,0,0,0,복구완료,파손된 수도관 복구 후 침하구간 보도(경계석 포함) 재포장,0,20220905,00010101,가야동 221-2번지 세연정 앞 보도,129.03268590213,35.1535424958709,부산광역시 부산진구 가야동 221-2,address,번지,202978.25,284129.68
20220161,부산광역시,연제구,,20221126,연산동,연수로 179 앞 보도(연산동 1867-2),0E-10,0E-10,2.00,3.00,3.00,기타,,0,0,0,복구완료,하수관로 벽체 보수 후 되메우기 재시공 및 보도 포장 복구 완료,0,20221209,00010101,연산동 연수로 179 앞 보도(연산동 1867-2),129.090542542276,35.1745300633457,부산광역시 연제구 연산동 연수로 179,address,번지,208247.88,286461.38
20220162,부산광역시,사하구,,20220704,감천동,486-3번지 맞은편 3차선 도로,0E-10,0E-10,0.50,0.60,1.90,,,0,0,0,복구완료,"굴착을 통한 원인확인 후 되메우기 및 다짐, 포장 복구",0,20220705,00010101,감천동 486-3번지 맞은편 3차선 도로,129.002726416264,35.0885383347239,부산광역시 사하구 감천동 486-3,address,번지,200248.62,276917.45
20220163,부산광역시,사하구,,20220928,괴정동,230번지 앞 1차선 도로,0E-10,0E-10,4.00,1.00,2.00,,,0,0,0,복구완료,"굴착을 통한 원인확인 후 되메우기 및 다짐, 포장 복구",0,20221007,00010101,괴정동 230번지 앞 1차선 도로,128.999602861196,35.1035931354764,부산광역시 사하구 괴정동 230,address,번지,199963.79,278587.66
20230001,부산광역시,사상구,,20230105,감전동,131-1번지,0E-10,0E-10,0.50,0.80,3.00,기타,,0,0,0,복구완료,지반침하 발생지 U형 측구 임시 복구 및 도로 부분 콘크리트 임시 포장 후 철판 설치 완료 ▷ 인접 공사 현장(도시철도) 협조를 받아 임시 복구 완료,0,20230106,00010101,감전동 131-1번지,128.983460017317,35.1558804826482,부산광역시 사상구 감전동 131-1,address,번지,198492.96,284388.7
20230015,부산광역시,사상구,,20230324,감전동,새벽로 160,0E-10,0E-10,1.00,1.50,0.50,,,0,0,2,복구완료,"굴착지 하부 지장물(상수도관, 통신관 등)로 인해 다짐기계를 이용한 다짐이 불가함에 따라 모래를 이용한 물다짐 후 아스팔트 임시포장 ",0,20230327,00010101,감전동 새벽로 160,128.983419635795,35.1552386949985,부산광역시 사상구 감전동 새벽로 160,address,번지,198489.27,284317.5
20230021,부산광역시,사하구,,20230411,장림동,1086-3번지 선 도로,0E-10,0E-10,0.80,1.30,0.40,기타,,0,0,0,복구완료,되메우기 및 다짐기계로 다진 후  아스팔트 임시포장,0,20230413,00010101,장림동 1086-3번지 선 도로,128.953159386929,35.0775290251585,부산광역시 사하구 장림동 1086-3,address,번지,195728.04,275697.06
20230093,부산광역시,남구,,20230717,대연동,수영로 경성대부경대역 3번 출구 앞 엘리베이터 일원,0E-10,0E-10,3.30,8.00,0.40,,,0,0,0,복구완료,"확인굴착 후 ASP 포장 복구 완료 : 7.18.(화) 05시 포장완료
보도구간은 현재 미복구로 보행자 통행 제한(기상여건 감안하여 최대한 신속히 복구 예정)",0,20231227,00010101,대연동 수영로 경성대부경대역 3번 출구 앞 엘리베이터 일원,129.100519243797,35.1376003833537,부산광역시 남구 대연동 수영로 경성대부경대역,keyword,도로/동,209160.83,282365.15
20230103,부산광역시,부산진구,,20230519,가야동,가야대로532,0E-10,0E-10,1.00,1.00,0.30,기타,,0,0,0,복구완료,"확인굴착 진행 후, 되메우기 및 임시포장 완료",0,20230521,00010101,가야동 가야대로532,129.030191089784,35.1533265173069,부산광역시 부산진구 가야동 가야대로532,address,번지,202750.94,284105.65
20230104,부산광역시,부산진구,,20230611,부전동,서면로74,0E-10,0E-10,0.30,0.30,2.00,기타,,0,0,0,임시복구,"확인굴착 후 되메우기 시행, 임시포장 완료",0,20230611,00010101,부전동 서면로74,129.058129839487,35.1572030744245,부산광역시 부산진구 부전동 서면로74,address,번지,205296.4,284536.86
20230105,부산광역시,북구,,20230719,만덕동,51-9번지 일원(만덕1터널 입구 일원),0E-10,0E-10,3.50,2.00,3.50,,,0,0,1,복구완료,"기존 2.0x1.4 암거 → D1,200mm 원형관으로 부설 및 도로복구",0,20230927,00010101,만덕동 51-9번지 일원(만덕1터널 입구 일원),129.045277260245,35.2142657985023,부산광역시 북구 만덕동 51-9,address,번지,204122.48,290867.01
20230117,부산광역시,강서구,,20230801,구랑동,878-8번지 일원(보도),0E-10,0E-10,1.20,10.00,2.00,기타,,0,0,0,복구완료,토사유실구간 등 혼합골재 되메우기 및 안전휀스 설치,0,20230801,00010101,구랑동 878-8번지 일원(보도),128.849198026878,35.1236022495167,부산광역시 강서구 구랑동 878-8,address,번지,186254.29,280817.93
20230144,부산광역시,북구,,20230810,구포동,1084-3번지 일원(협진태양아파트 일원),0E-10,0E-10,2.00,1.40,1.00,,,0,0,0,복구완료,"굴착 후 공동 재확인, 하수도관 교체공사를 통한 복구공사",0,20230811,00010101,구포동 1084-3번지 일원(협진태양아파트 일원),128.994963003331,35.1977459106366,부산광역시 북구 구포동 1084-3,address,번지,199541.29,289033.3
20230145,부산광역시,북구,,20230810,구포동,1263-22번지 일원(부산과학기술대학교 일원),0E-10,0E-10,1.20,1.50,0.90,,,0,0,0,복구완료,하수관로 이음부와 맨홀 접속부 결함 보수·보강 등 복구공사,0,20230928,00010101,구포동 1263-22번지 일원(부산과학기술대학교 일원),129.006108151458,35.1948292885034,부산광역시 북구 구포동 1263-22,address,번지,200556.28,288709.72
20230153,부산광역시,부산진구,,20230831,전포동,동천로 103,0E-10,0E-10,1.00,1.40,1.10,,,0,0,1,복구완료,상수도관 복구 및 도로복구 포장,0,20230901,00010101,전포동 동천로 103,129.06217177306965,35.157909135509705,부산광역시 부산진구 전포동 동천로 103,keyword,번지,205664.62,284615.41
20230154,부산광역시,북구,,20230824,덕천동,132-67번지 일원(덕양초등학교 일원),0E-10,0E-10,1.20,1.20,0.20,,,0,0,0,복구완료,"굴착 후 공동 재확인, 하수도관 교체공사를 통한 복구공사",0,20230824,00010101,덕천동 132-67번지 일원(덕양초등학교 일원),129.021787024529,35.2100374526824,부산광역시 북구 덕천동 132-67,address,번지,201983.8,290397.18
20230171,부산광역시,사상구,,20230812,모라동,사상구 모라로64번길 67(신아주택 인근),0E-10,0E-10,1.00,1.00,1.30,기타,,0,0,0,복구완료,흙 다지기 및 되메우기 재시공 및 포장 복구 완료,0,20230812,00010101,모라동 사상구 모라로64번길 67(신아주택 인근),128.987588443373,35.1886384200955,부산광역시 사상구 모라동 사상구 모라로64,address,번지,198869.58,288022.93
20230172,부산광역시,사상구,,20230830,엄궁동,사상구 엄궁로 154(대림아파트 입구),0E-10,0E-10,0.50,0.50,1.00,기타,,0,0,0,복구완료,흙 다지기 및 되메우기 재시공 및 포장 복구 완료,0,20230831,00010101,엄궁동 사상구 엄궁로 154(대림아파트 입구),128.978186476927,35.1289355825243,부산광역시 사상구 엄궁동 사상구 엄궁로 154,address,번지,198011.81,281399.44
20230173,부산광역시,동래구,,20231227,온천동,1441-13번지,0E-10,0E-10,0.60,1.00,2.60,,,0,0,0,복구완료,지반침하발생구간 복구완료,0,20231229,00010101,온천동 1441-13번지,129.076547565414,35.2046660713518,부산광역시 동래구 온천동 1441-13,address,번지,206970.44,289803.72
20230174,부산광역시,금정구,,20230919,장전동,소정로 45,0E-10,0E-10,0.50,0.50,3.00,,,0,0,0,복구완료,"하수박스 슬라브, 벽체 복구 및 도로 포장 복구",0,20230923,00010101,장전동 소정로 45,129.078685665422,35.2286983894187,부산광역시 금정구 장전동 소정로 45,address,번지,207163.03,292470.13
20240013,부산광역시,남구,,20240314,용당동,신선로 294 신선대컨테이너터미널 정문 앞 도로,0E-10,0E-10,0.90,1.30,1.50,,,0,0,0,복구완료,확인굴착 후 ASP 포장복구 완료 3.14일 22시,0,20240315,00010101,용당동 신선로 294 신선대컨테이너터미널 정문 앞 도로,129.095897270285,35.1102477943227,부산광역시 남구 용당동 신선로 294,address,번지,208742.53,279330.16
20240016,부산광역시,북구,,20240419,구포동,1222-22(동성종합상가 일원),0E-10,0E-10,0.80,0.80,1.30,,,0,0,0,복구완료,"굴착 후 공동 재확인, 되메우기 및 다짐 등 복구공사 완료",0,20240422,00010101,구포동 1222-22(동성종합상가 일원),129.007653049731,35.1986315631397,부산광역시 북구 구포동 1222-22,address,번지,200696.94,289131.57
20240017,부산광역시,사상구,,20240430,감전동,162-22,0E-10,0E-10,1.50,0.80,2.00,기타,,0,0,1,복구완료, - 관로 파손 부 복구 후 아스팔트 포장 실시 예정,0,20240517,00010101,감전동 162-22,128.983038843951,35.1507575183489,부산광역시 사상구 감전동 162-22,address,번지,198454.49,283820.35
20240019,부산광역시,연제구,,20240507,연산동,1799-3번지(다온약국 앞),0E-10,0E-10,0.70,3.00,1.00,기타,,0,0,0,복구완료,확인굴착 후 되메우기  ,0,20240613,00010101,연산동 1799-3번지(다온약국 앞),129.094228750346,35.1734507612238,부산광역시 연제구 연산동 1799-3,address,번지,208583.78,286341.95
20240020,부산광역시,사상구,,20240505,감전동,162-22,0E-10,0E-10,1.50,2.00,1.50,기타,,0,0,0,복구완료,-하수관로 정비 후 아스팔트 포장 예정,0,20240517,00010101,감전동 162-22,128.983038843951,35.1507575183489,부산광역시 사상구 감전동 162-22,address,번지,198454.49,283820.35
20240023,부산광역시,서구,,20240529,충무동1가,39-11,0E-10,0E-10,1.50,2.30,0.70,,,0,0,0,복구완료,"굴착 후 상수도 밸브 잠금작업 및 폐관제거, 임시복구 후 항구복구",0,20240529,00010101,충무동1가 39-11,129.02416420229,35.0935541532123,부산광역시 서구 충무동1가 39-11,address,번지,202203.39,277474.18
20240054,부산광역시,사하구,,20240425,괴정동,207-52번지 앞 도로,0E-10,0E-10,6.00,2.70,0.70,,,0,0,0,복구완료,흙 다지기 및 되메우기 재시공 및 포장 복구 완료,0,20240427,00010101,괴정동 207-52번지 앞 도로,129.002402284336,35.1060066840054,부산광역시 사하구 괴정동 207-52,address,번지,200219.02,278855.43
20240059,부산광역시,사상구,,20240724,감전동,163-6(새벽로 117 인근),0E-10,0E-10,1.00,1.50,3.00,기타,,0,0,0,복구완료,- 오수관로 파손부 정비 및 포장 복구,0,20240725,00010101,감전동 163-6(새벽로 117 인근),128.981983466037,35.1518945963667,부산광역시 사상구 감전동 163-6,address,번지,198358.35,283946.52
20240061,부산광역시,북구,,20240128,금곡동,56-1번지,0E-10,0E-10,0.30,0.50,2.10,,,0,1,0,복구완료,항구복구 완료,0,20240209,00010101,금곡동 56-1번지,129.019034802584,35.2662482477982,부산광역시 북구 금곡동 56-1,address,번지,201732.0,296633.43
20240064,부산광역시,서구,,20240725,충무동2가,4-5,0E-10,0E-10,0.60,1.20,1.00,기타,,0,0,0,복구완료,"누수지점 인근 측구로 유도 배수 및 토사 유출부 골재 채움 및 다짐
",0,20240727,00010101,충무동2가 4-5,129.022470560816,35.0953490944911,부산광역시 서구 충무동2가 4-5,address,번지,202048.91,277673.28
20240066,부산광역시,영도구,,20240728,동삼동,510-42,0E-10,0E-10,3.00,2.00,2.00,,,0,0,0,복구완료," ？ 2024.07.28.(일)
 	- 21:30 : 도로함몰 민원접수(당직실) 
 	- 22:00 : 안전 조치 및 차량통제(도로 현장반, 동삼지구대)
 ？ 2024.07.29.(월) 
     - 02:00 : 현장확인 굴착시행 
 	- 06:00 : 하수관로 CCTV 조사 추가 확인
	- 08:00 : 흄관 파손확인
 	- 16:00 : 흄관 철거 및 하수관 연결 완료
     - 22:00 : 되메우기 완료
 ？ 2024.07.30.(화)
      - 07:00 : 도로 포장 실시   
      - 13:00 : 포장완료, 주변 정리(살수) 및 차량 통행",0,20240730,00010101,동삼동 510-42,129.064558667858,35.0748900365828,부산광역시 영도구 동삼동 510-42,address,번지,205888.07,275405.18
20240068,부산광역시,동래구,,20240703,온천동,1441-13번지,0E-10,0E-10,0.60,1.00,2.00,기타,,0,0,0,복구완료,"상수도관 및 통신관: 누수 및 관로파손 확인 안됨
배수설비관, 도시가스관: 함몰구간 주변 관로 없음
도시철도 동래역 6번출구 주변 매몰된 H파일 및 토류벽 확인됨
해당구간 GPR 탐사결과, 해당구간 공동 없음
되메우기 복구 롼료",0,20240706,00010101,온천동 1441-13번지,129.076547565414,35.2046660713518,부산광역시 동래구 온천동 1441-13,address,번지,206970.44,289803.72
20240069,부산광역시,동래구,,20240509,사직동,981-99번지,0E-10,0E-10,1.00,1.00,0.20,기타,,0,0,0,복구완료,착부분 되메우기 재시공 및 포장복구 완료 등,0,20240510,00010101,사직동 981-99번지,129.053250110751,35.1980126068948,부산광역시 동래구 사직동 981-99,address,번지,204849.37,289064.17
20240074,부산광역시,사상구,,20240820,감전동,162-26(새벽로 122 인근),0E-10,0E-10,7.00,5.00,3.50,기타,,0,0,0,복구완료,"- 오수관로 및 측구, KT  통신설로 파손부 복구 후 전체 포장 복구 실시",0,20240906,00010101,감전동 162-26(새벽로 122 인근),128.982498620709,35.151930773525,부산광역시 사상구 감전동 162-26,address,번지,198405.29,283950.52
20240075,부산광역시,사상구,,20240821,감전동,163-11번지 인근,0E-10,0E-10,1.00,1.00,1.00,기타,,0,1,1,복구완료,- 침하 발생원인 파악 후 전체 복구 예정,0,20240906,00010101,감전동 163-11번지 인근,128.981603486211,35.1512248403916,부산광역시 사상구 감전동 163-11,address,번지,198323.71,283872.22
20240086,부산광역시,영도구,,20240910,청학동,85 (조내기로 33),0E-10,0E-10,1.00,1.00,1.00,,,0,0,0,복구완료,"&apos;24. 9. 10.(화) 17:00 도로침하 민원접수
                 17:30 안전조치 및 차량통제(도로·하수 현장반, 영도경찰서)
                 20:00 확인굴착 시행 
                 20:30 횡단측구 벽체 파손 발견
                 22:30 임시복구 완료(포장 미실시: 아스콘 미생산)

&apos;24. 9. 11.(수) 11:00 아스콘 포장 및 벽체 복구",0,20240911,00010101,청학동 85 (조내기로 33),129.063877735946,35.0867560897163,부산광역시 영도구 청학동 85,address,번지,205825.12,276721.59
20240087,부산광역시,사상구,,20240731,주례동,187-3(가야대로 356),0E-10,0E-10,1.00,1.80,1.00,기타,,0,0,0,복구완료,관로 파손부 정비 후 보도 정비,0,20240807,00010101,주례동 187-3(가야대로 356),129.011588399581,35.1508176032109,부산광역시 사상구 주례동 187-3,address,번지,201055.94,283826.94
20240095,부산광역시,사상구,,20240921,학장동,719-8 (새벽로 89),0E-10,0E-10,5.00,7.00,5.00,기타,,0,0,2,복구완료,지하시설물 정비 및 되메우기 후 포장 실시,0,20240922,00010101,학장동 719-8 (새벽로 89),128.981221777586,35.1492527288942,부산광역시 사상구 학장동 719-8,address,번지,198288.89,283653.43
20240096,부산광역시,사상구,,20240921,학장동,226-1(새벽로90),0E-10,0E-10,4.00,8.00,5.00,,,0,0,0,복구완료,지하시설물 정비 및 되메우기 후 아스팔트 포장 실시,0,20240922,00010101,학장동 226-1(새벽로90),128.98196897061,35.1491394825171,부산광역시 사상구 학장동 226-1,address,번지,198356.97,283640.86
20250008,부산광역시,동구,,20250207,초량동,45-46,0E-10,0E-10,6.00,25.00,0.10,,,0,0,0,복구완료,도로 재포장,0,20250207,00010101,초량동 45-46,129.047374438599,35.1204771829871,부산광역시 동구 초량동 45-46,address,번지,204318.38,280461.85
20250025,부산광역시,해운대구,,20250204,재송동,1183-1,0E-10,0E-10,1.50,2.00,1.00,기타,,0,0,0,복구완료,하수관로 정비 후 영구 복구(보도포장시행),0,20250325,00010101,재송동 1183-1,129.134850712828,35.1925850747482,부산광역시 해운대구 재송동 1183-1,address,번지,212281.37,288469.05
20250029,부산광역시,사상구,,20250413,학장동,708-10 (새벽로 99),0E-10,0E-10,3.00,4.50,5.00,기타,,0,0,0,임시복구,그라우팅 작업 완료 및 철판작업 완료 후 차량통제 해제,0,20250413,00010101,학장동 708-10 (새벽로 99),128.981326297661,35.1501151587778,부산광역시 사상구 학장동 708-10,address,번지,198298.43,283749.11
20250052,부산광역시,강서구,,20250513,범방동,1913번지,0E-10,0E-10,15.00,30.00,3.00,기타,,0,0,0,복구완료,"침하구간 내 제방 토사 되메우기 완료 
도로 토사 되메우기 완료 및 야자매트 설치
작업장 내 토사 되메우기 완료, 방음하우스 철거, 차수대책 수립",0,20250715,00010101,범방동 1913번지,128.88742923381,35.1428634168091,부산광역시 강서구 범방동 1913,address,번지,189741.51,282950.22
20250074,부산광역시,기장군,,20250630,정관읍,가동1길 8 일원,0E-10,0E-10,0.15,0.15,1.20,기타,,0,0,0,복구완료,공동발생 되메우기 및 도로전면 ASP 절삭 포장,0,20250701,00010101,정관읍 가동1길 8 일원,129.180287831153,35.3279078503658,부산광역시 기장군 정관읍 가동1,keyword,번지,216392.23,303489.07
20250086,부산광역시,해운대구,,20250711,우동,558-9번지,0E-10,0E-10,0.30,0.30,1.40,,,0,0,0,복구완료,하수관로 관 교체 후 되메우기 완료,0,20250707,00010101,우동 558-9번지,129.159615359505,35.1652830763795,부산광역시 해운대구 우동 558-9,address,번지,214541.64,285443.4
20250089,부산광역시,사상구,,20250714,감전동,감전동 162-10,0E-10,0E-10,1.00,2.00,2.00,기타,,0,0,0,복구완료,공동 확인 구간 되메우기 완료,0,20250714,00010101,감전동 감전동 162-10,128.982595549591,35.1511819305168,부산광역시 사상구 감전동 감전동 162-10,address,번지,198414.11,283867.44
20250091,부산광역시,수영구,,20250409,민락동,175-6,0E-10,0E-10,0.60,1.50,1.00,,,0,0,0,복구완료,침하구간 L=6m 및 연결구간 L=57m PE관 정비 완료,0,20250425,00010101,민락동 175-6,129.122078281515,35.1559978564541,부산광역시 수영구 민락동 175-6,address,번지,211123.11,284408.42
20250092,부산광역시,수영구,,20250619,수영동,444-14,0E-10,0E-10,0.50,0.50,1.00,,,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20250620,00010101,수영동 444-14,129.117222807968,35.1682863993313,부산광역시 수영구 수영동 444-14,address,번지,210679.1,285771.22
20250128,부산광역시,북구,,20250811,구포동,969-1,0E-10,0E-10,1.60,0.60,2.20,기타,,0,0,0,복구완료,되메우기 및 긴급복구 완료,0,20250811,00010101,구포동 969-1,128.999233746753,35.2024206412631,부산광역시 북구 구포동 969-1,address,번지,199930.22,289551.92
20250132,부산광역시,북구,,20250713,덕천동,561-1,0E-10,0E-10,0.30,0.40,2.00,기타,,0,0,0,복구완료,확인굴착 후 임시포장 완료,0,20250713,00010101,덕천동 561-1,129.007948530349,35.2202772469226,부산광역시 북구 덕천동 561-1,address,번지,200723.66,291533.04
20250133,부산광역시,북구,,20250728,만덕동,607-1,0E-10,0E-10,0.30,0.40,2.00,기타,,0,0,0,복구완료,확인굴착 후 임시포장 완료,0,20250730,00010101,만덕동 607-1,129.035066777407,35.2131886482925,부산광역시 북구 만덕동 607-1,address,번지,203192.86,290747.13
20250156,부산광역시,사상구,,20250812,감전동,감전동 143-16,0E-10,0E-10,5.00,3.00,1.50,기타,,0,0,1,임시복구,"상수도 누수 관 복구 및 토사 되메우기(안전조치) 완료
",0,20250812,00010101,감전동 감전동 143-16,128.981595112552,35.1538924630243,부산광역시 사상구 감전동 감전동 143-16,address,번지,198323.0,284168.17
20250178,부산광역시,서구,,20251027,암남동,621-69,0E-10,0E-10,3.00,3.00,4.00,충척층,,0,0,1,임시복구,"노후 오수관로(D1200mm, 콘크리트관) 시설 보강(파손부 신규 GRP관 매설) 및 되메우기 복구",0,20251031,00010101,암남동 621-69,129.013896534368,35.0643912060233,부산광역시 서구 암남동 621-69,address,번지,201267.59,274238.61
