sagoNo,sido,sigungu,sagoReason,sagoDate,no
20210010,서울특별시,강남구,,20210608,10
20210011,인천광역시,부평구,,20210609,11
20210012,부산광역시,사하구,,20210617,12
20210014,경상남도,양산시,,20210706,13
20210015,경기도,과천시,,20210629,14
20210016,충청북도,청주시 서원구,,20210628,15
20210017,충청북도,청주시 서원구,,20210617,16
20210018,충청남도,보령시,,20210330,17
20210019,부산광역시,서구,,20210614,18
20210020,경기도,화성시,,20210301,19
20210021,경기도,화성시,,20210330,20
20210022,경기도,화성시,,20210407,21
20210023,경기도,화성시,,20210522,22
20210024,경기도,화성시,,20210524,23
20210025,전북특별자치도,익산시,,20210219,24
20210026,전북특별자치도,익산시,,20210326,25
20210029,전북특별자치도,익산시,,20210520,26
20210030,전북특별자치도,익산시,,20210520,27
20210031,전북특별자치도,익산시,,20210525,28
20210032,경기도,시흥시,,20210408,29
20210033,대전광역시,중구,,20210613,30
20210035,강원특별자치도,강릉시,,20210505,31
20210036,강원특별자치도,강릉시,,20210608,32
20210037,경상남도,양산시,,20210708,33
20210038,부산광역시,남구,,20210513,34
20210041,대전광역시,동구,,20210430,35
20210042,강원특별자치도,강릉시,,20210708,36
20210043,대전광역시,서구,,20210331,37
20210044,대전광역시,서구,,20210513,38
20210045,대전광역시,서구,,20210611,39
20210048,경기도,용인시 수지구,,20210724,40
20210050,부산광역시,사상구,,20210610,41
20210051,부산광역시,북구,,20210518,42
20210052,서울특별시,중구,,20210805,43
20210055,서울특별시,강동구,,20210704,44
20210056,대구광역시,동구,,20210811,45
20210057,충청남도,공주시,,20210715,46
20210059,서울특별시,성북구,,20210727,47
20210063,부산광역시,금정구,,20210818,48
20210066,부산광역시,사상구,,20210824,49
20210067,서울특별시,성북구,,20210825,50
20210068,경상북도,포항시 남구,,20210401,51
20210069,경상북도,포항시 남구,,20210401,52
20210072,경상북도,포항시 남구,,20210402,53
20210073,경상북도,포항시 남구,,20210402,54
20210075,경상북도,포항시 남구,,20210402,55
20210076,경상북도,포항시 남구,,20210402,56
20210077,경상북도,포항시 남구,,20210402,57
20210078,경상북도,포항시 남구,,20210402,58
20210079,경상북도,포항시 남구,,20210402,59
20210081,서울특별시,성북구,,20210821,60
20210082,강원특별자치도,춘천시,,20210630,61
20210084,강원특별자치도,삼척시,,20210428,62
20210085,경기도,의왕시,,20210303,63
20210086,경기도,의왕시,,20210318,64
20210087,경기도,의왕시,,20210318,65
20210091,광주광역시,동구,,20210319,66
20210092,광주광역시,동구,,20210521,67
20210093,광주광역시,동구,,20210612,68
20210094,광주광역시,서구,,20210521,69
20210095,광주광역시,서구,,20210522,70
20210096,광주광역시,서구,,20210621,71
20210097,광주광역시,북구,,20210629,72
20210098,광주광역시,광산구,,20210429,73
20210099,광주광역시,광산구,,20210511,74
20210100,광주광역시,동구,,20210607,75
20210101,부산광역시,연제구,,20210506,76
20210102,부산광역시,연제구,,20210308,77
20210103,부산광역시,연제구,,20210614,78
20210104,경기도,안산시 상록구,,20210113,79
20210105,경기도,이천시,,20210303,80
20210106,경기도,이천시,,20210525,81
20210107,경기도,이천시,,20210630,82
20210108,경기도,이천시,,20210503,83
20210109,경기도,이천시,,20210606,84
20210110,경상북도,포항시 북구,,20210302,85
20210111,경상북도,포항시 북구,,20210326,86
20210112,경상북도,영주시,,20210101,87
20210113,전라남도,함평군,,20210111,88
20210114,전라남도,함평군,,20210112,89
20210115,전라남도,여수시,,20210201,90
20210116,전라남도,여수시,,20210201,91
20210117,전라남도,여수시,,20210401,92
20210118,전라남도,목포시,,20210616,93
20210122,서울특별시,강서구,,20210904,94
20210123,울산광역시,동구,,20210209,95
20210124,울산광역시,중구,,20210601,96
20210125,울산광역시,동구,,20210326,97
20210126,충청남도,당진시,,20210901,98
20210129,경기도,평택시,,20210723,99
20210132,경기도,평택시,,20210902,100
20210137,경기도,시흥시,,20211004,101
20210138,울산광역시,울주군,,20211014,102
20210142,경기도,김포시,,20211018,103
20210143,경기도,고양시 일산동구,,20211230,104
20210144,경기도,하남시,,20210712,105
20210146,부산광역시,사하구,,20210824,106
20210147,경기도,부천시,,20210711,107
20210148,충청남도,보령시,,20210715,108
20210152,부산광역시,북구,,20211006,109
20210153,부산광역시,북구,,20210824,110
20210154,광주광역시,동구,,20210706,111
20210155,경기도,의정부시,,20210714,112
20210157,경기도,의정부시,,20210813,113
20210160,경상남도,하동군,,20210908,114
20210161,대전광역시,유성구,,20210817,115
20210162,전북특별자치도,익산시,,20210701,116
20210163,전북특별자치도,익산시,,20210709,117
20210164,전북특별자치도,익산시,,20210723,118
20210165,전북특별자치도,익산시,,20210811,119
20210166,전북특별자치도,익산시,,20210917,120
20210167,경상남도,창원시 의창구,,20211201,121
20210168,대전광역시,서구,,20210718,122
20210169,대전광역시,서구,,20210724,123
20210170,부산광역시,동래구,,20210806,124
20210171,부산광역시,서구,,20211115,125
20210172,경기도,김포시,,20210904,126
20210173,경기도,김포시,,20210922,127
20210174,경기도,김포시,,20211104,128
20210175,충청남도,홍성군,,20211101,129
20210176,경상남도,진주시,,20211116,130
20210177,광주광역시,서구,,20210830,131
20210178,전라남도,여수시,,20210811,132
20210179,전북특별자치도,군산시,,20210715,133
20210180,전북특별자치도,순창군,,20210706,134
20210181,경기도,고양시,,20210724,135
20210182,경기도,남양주시,,20210730,136
20210183,울산광역시,울주군,,20210811,137
20210184,광주광역시,서구,,20210830,138
20210185,경기도,고양시,,20210906,139
20220002,전북특별자치도,군산시,,20210825,140
20220003,전북특별자치도,군산시,,20210827,141
20220007,인천광역시,미추홀구,,20210910,142
20220005,서울특별시,은평구,,20220110,1
20220008,서울특별시,강서구,,20220123,2
20220009,서울특별시,종로구,,20220123,3
20220010,전라남도,영광군,,20220130,4
20220011,광주광역시,서구,,20220303,5
20220014,울산광역시,중구,,20220311,6
20220015,강원특별자치도,양양군,,20220506,7
20220017,경기도,고양시 일산동구,,20220531,8
20220018,세종특별자치시,세종특별자치시,,20220531,9
20220019,경기도,고양시 일산동구,,20220606,10
20220020,경기도,고양시 일산동구,,20220609,11
20220021,대구광역시,북구,,20220615,12
20220022,서울특별시,동대문구,,20220623,13
20220023,대구광역시,남구,,20220624,14
20220024,서울특별시,성북구,,20220623,15
20220025,서울특별시,동대문구,,20220624,16
20220026,서울특별시,관악구,,20220629,17
20220027,서울특별시,송파구,,20220701,18
20220028,서울특별시,종로구,,20220629,19
20220029,경기도,성남시 중원구,,20220701,20
20220030,경기도,양주시,,20220704,21
20220031,서울특별시,영등포구,,20220706,22
20220032,경기도,부천시,,20220702,23
20220033,전라남도,목포시,,20220413,24
20220034,경기도,안산시 단원구,,20220605,25
20220036,서울특별시,강동구,,20220710,26
20220037,경상남도,창원시 진해구,,20220612,27
20220038,대전광역시,서구,,20220310,28
20220039,대전광역시,서구,,20220428,29
20220040,대전광역시,서구,,20220505,30
20220041,경상북도,예천군,,20220401,31
20220042,부산광역시,북구,,20220120,32
20220044,강원특별자치도,원주시,,20220622,33
20220046,대전광역시,서구,,20220628,34
20220047,충청남도,홍성군,,20220716,35
20220053,울산광역시,중구,,20220413,36
20220054,울산광역시,중구,,20220603,37
20220055,부산광역시,서구,,20220104,38
20220056,제주특별자치도,제주시,,20220719,39
20220057,경기도,안양시 만안구,,20220701,40
20220058,경기도,화성시,,20220413,41
20220059,경기도,화성시,,20220427,42
20220060,경기도,화성시,,20220526,43
20220061,경기도,화성시,,20220606,44
20220062,경상남도,사천시,,20220719,45
20220063,전북특별자치도,군산시,,20220630,46
20220064,강원특별자치도,양양군,,20220803,47
20220067,강원특별자치도,춘천시,,20220624,48
20220068,경기도,양주시,,20220806,49
20220069,전북특별자치도,익산시,,20220120,50
20220071,전북특별자치도,익산시,,20220329,51
20220072,전북특별자치도,익산시,,20220408,52
20220073,전북특별자치도,익산시,,20220423,53
20220074,전북특별자치도,익산시,,20220531,54
20220075,전북특별자치도,익산시,,20220323,55
20220076,전북특별자치도,전주시 완산구,,20220309,56
20220077,경기도,고양시 덕양구,,20220803,57
20220078,전북특별자치도,전주시 완산구,,20220420,58
20220079,전북특별자치도,전주시 완산구,,20220510,59
20220080,전북특별자치도,전주시 완산구,,20220610,60
20220081,전북특별자치도,전주시 완산구,,20220624,61
20220082,전북특별자치도,전주시 완산구,,20220510,62
20220083,전북특별자치도,전주시 덕진구,,20220621,63
20220084,강원특별자치도,춘천시,,20220808,64
20220085,서울특별시,영등포구,,20220809,65
20220086,부산광역시,금정구,,20220625,66
20220087,서울특별시,동작구,,20220809,67
20220088,서울특별시,강남구,,20220809,68
20220089,충청북도,음성군,,20220310,69
20220090,충청북도,음성군,,20220523,70
20220091,충청북도,음성군,,20220603,71
20220092,광주광역시,광산구,,20220518,72
20220093,경기도,부천시,,20220809,73
20220094,대전광역시,중구,,20220520,74
20220096,대전광역시,중구,,20220512,75
20220097,강원특별자치도,양양군,,20220809,76
20220098,충청남도,당진시,,20220811,77
20220099,경상남도,합천군,,20220809,78
20220100,경기도,과천시,,20220808,79
20220101,경기도,성남시 분당구,,20220809,80
20220102,경기도,안산시 단원구,,20220811,81
20220104,경기도,고양시 일산동구,,20220816,82
20220105,강원특별자치도,속초시,,20220813,83
20220106,강원특별자치도,삼척시,,20220812,84
20220107,경상북도,봉화군,,20220211,85
20220108,광주광역시,남구,,20220427,86
20220109,충청북도,제천시,,20220625,87
20220110,충청북도,제천시,,20220524,88
20220111,충청북도,제천시,,20220623,89
20220112,대전광역시,서구,,20220812,90
20220113,경기도,고양시 덕양구,,20220821,91
20220114,서울특별시,관악구,,20220813,92
20220117,경기도,오산시,,20220809,93
20220118,충청북도,청주시 상당구,,20220811,94
20220119,제주특별자치도,제주시,,20220820,95
20220120,서울특별시,양천구,,20220808,96
20220121,강원특별자치도,양양군,,20220824,97
20220122,경상북도,포항시 남구,,20220825,98
20220124,경기도,의정부시,,20220831,99
20220125,경기도,오산시,,20220815,100
20220126,경상북도,포항시 남구,,20220906,101
20220127,경상북도,포항시 남구,,20220906,102
20220128,경기도,안성시,,20220907,103
20220129,전라남도,영광군,,20220908,104
20220130,제주특별자치도,제주시,,20220926,105
20220131,서울특별시,마포구,,20221003,106
20220132,경기도,고양시 일산동구,,20221005,107
20220133,충청북도,청주시 서원구,,20221015,108
20220135,전라남도,여수시,,20221102,109
20220136,서울특별시,서초구,,20221119,110
20220137,충청남도,보령시,,20221130,111
20220138,서울특별시,구로구,,20221208,112
20220139,서울특별시,강동구,,20221231,113
20220140,경기도,안양시 만안구,,20220810,114
20220141,대전광역시,서구,,20221114,115
20220142,대전광역시,서구,,20220913,116
20220143,전북특별자치도,군산시,,20220815,117
20220144,경기도,성남시 분당구,,20221224,118
20220146,인천광역시,부평구,,20220720,119
20220147,부산광역시,동래구,,20220711,120
20220148,경기도,부천시,,20220831,121
20220149,경기도,화성시,,20221201,122
20220150,경기도,화성시,,20221201,123
20220151,경기도,화성시,,20221115,124
20220152,경기도,화성시,,20221118,125
20220153,경기도,화성시,,20221012,126
20220154,경기도,화성시,,20220914,127
20220155,경기도,이천시,,20220816,128
20220156,경기도,이천시,,20220826,129
20220157,강원특별자치도,철원군,,20220918,130
20220158,광주광역시,광산구,,20220804,131
20220159,광주광역시,광산구,,20220804,132
20220160,부산광역시,부산진구,,20220902,133
20220161,부산광역시,연제구,,20221126,134
20220162,부산광역시,사하구,,20220704,135
20220163,부산광역시,사하구,,20220928,136
20220164,경상남도,창원시 마산회원구,,20220907,137
20220165,전북특별자치도,전주시 완산구,,20220701,138
20220166,전북특별자치도,전주시 완산구,,20220712,139
20220167,충청북도,제천시,,20220702,140
20220168,경상북도,구미시,,20220901,141
20220169,경상북도,구미시,,20220906,142
20220170,경상북도,구미시,,20220912,143
20220171,경상북도,구미시,,20220921,144
20220172,경상북도,구미시,,20220928,145
20220173,경상북도,구미시,,20221012,146
20220174,경상북도,구미시,,20221103,147
20220175,경상북도,구미시,,20221128,148
20220176,경상북도,구미시,,20221226,149
20220177,경상북도,구미시,,20221229,150
20220178,광주광역시,남구,,20221207,151
20220179,전북특별자치도,전주시 완산구,,20220713,152
20220180,전북특별자치도,전주시 완산구,,20220725,153
20220181,전북특별자치도,전주시 완산구,,20220726,154
20220182,전북특별자치도,전주시 완산구,,20220729,155
20220183,전북특별자치도,전주시 덕진구,,20220802,156
20220184,전북특별자치도,전주시 덕진구,,20220803,157
20220185,전북특별자치도,전주시 완산구,,20220813,158
20220186,전북특별자치도,전주시 완산구,,20220815,159
20220187,전북특별자치도,전주시 완산구,,20220815,160
20220188,전북특별자치도,전주시 완산구,,20220815,161
20220189,전북특별자치도,전주시 완산구,,20220816,162
20220190,전북특별자치도,전주시 완산구,,20220818,163
20220191,전북특별자치도,전주시 덕진구,,20220818,164
20220192,전북특별자치도,전주시 완산구,,20220819,165
20220193,전북특별자치도,전주시 덕진구,,20220826,166
20220194,전북특별자치도,전주시 완산구,,20220827,167
20220195,전북특별자치도,전주시 완산구,,20220827,168
20220196,전북특별자치도,전주시 덕진구,,20220830,169
20220197,전북특별자치도,전주시 완산구,,20220831,170
20220198,전북특별자치도,전주시 덕진구,,20220908,171
20220199,전북특별자치도,전주시 완산구,,20221105,172
20220200,전북특별자치도,전주시 덕진구,,20221211,173
20220201,전라남도,무안군,,20221128,174
20220202,전북특별자치도,전주시 완산구,,20220816,175
20220203,충청남도,천안시 서북구,,20220817,176
20230006,경상북도,구미시,,20220902,177
20230001,부산광역시,사상구,,20230105,1
20230002,전북특별자치도,김제시,,20230102,2
20230003,서울특별시,도봉구,,20230113,3
20230004,경상남도,창원시 진해구,,20230113,4
20230005,경기도,시흥시,,20230126,5
20230007,강원특별자치도,속초시,,20230211,6
20230008,전라남도,무안군,,20230203,7
20230009,서울특별시,서초구,,20230217,8
20230010,강원특별자치도,강릉시,,20230227,9
20230011,경상북도,경산시,,20230305,10
20230012,서울특별시,용산구,,20230307,11
20230013,서울특별시,중구,,20230311,12
20230014,경기도,시흥시,,20230315,13
20230015,부산광역시,사상구,,20230324,14
20230016,서울특별시,은평구,,20230331,15
20230017,경기도,고양시 일산서구,,20230404,16
20230018,강원특별자치도,속초시,,20230331,17
20230019,강원특별자치도,춘천시,,20230404,18
20230021,부산광역시,사하구,,20230411,19
20230022,서울특별시,서대문구,,20230406,20
20230023,서울특별시,송파구,,20230412,21
20230025,강원특별자치도,속초시,,20230504,22
20230026,서울특별시,중랑구,,20230506,23
20230028,경기도,포천시,,20230509,24
20230029,대구광역시,북구,,20230510,25
20230030,경기도,부천시,,20230508,26
20230031,경기도,군포시,,20230520,27
20230032,경기도,고양시 일산서구,,20230531,28
20230033,경기도,수원시 권선구,,20230526,29
20230034,경기도,고양시 덕양구,,20230531,30
20230035,충청북도,청주시 흥덕구,,20230606,31
20230036,경기도,부천시,,20230520,32
20230037,서울특별시,중랑구,,20230611,33
20230038,경기도,시흥시,,20230613,34
20230039,경기도,시흥시,,20230618,35
20230040,경상남도,합천군,,20230623,36
20230041,서울특별시,구로구,,20230626,37
20230043,경기도,화성시,,20230626,38
20230044,강원특별자치도,속초시,,20230628,39
20230045,광주광역시,북구,,20230628,40
20230046,광주광역시,동구,,20230627,41
20230047,광주광역시,동구,,20230627,42
20230049,경상북도,칠곡군,,20230619,43
20230050,경상북도,경주시,,20230519,44
20230051,경상북도,경주시,,20230626,45
20230052,경상북도,구미시,,20230309,46
20230053,경상북도,구미시,,20230414,47
20230054,경상북도,구미시,,20230314,48
20230055,강원특별자치도,춘천시,,20230629,49
20230056,전북특별자치도,군산시,,20230601,50
20230057,전북특별자치도,군산시,,20230619,51
20230059,대전광역시,서구,,20230217,52
20230060,대전광역시,서구,,20230502,53
20230061,대전광역시,서구,,20230504,54
20230062,대전광역시,서구,,20230512,55
20230063,대전광역시,서구,,20230619,56
20230064,서울특별시,도봉구,,20230612,57
20230065,경상남도,진주시,,20230427,58
20230066,충청북도,충주시,,20230610,59
20230067,강원특별자치도,강릉시,,20230709,60
20230068,경상남도,사천시,,20230412,61
20230069,서울특별시,노원구,,20230712,62
20230070,경기도,안산시 단원구,,20230609,63
20230071,광주광역시,동구,,20230627,64
20230072,강원특별자치도,원주시,,20230711,65
20230073,경기도,이천시,,20230626,66
20230076,경기도,이천시,,20230628,67
20230077,경기도,이천시,,20230630,68
20230078,경기도,이천시,,20230510,69
20230079,경기도,이천시,,20230630,70
20230080,경기도,화성시,,20230117,71
20230081,대구광역시,달성군,,20230516,72
20230082,대구광역시,달성군,,20230531,73
20230083,강원특별자치도,고성군,,20230322,74
20230084,강원특별자치도,고성군,,20230419,75
20230085,강원특별자치도,영월군,,20230109,76
20230086,강원특별자치도,영월군,,20230125,77
20230087,강원특별자치도,영월군,,20230317,78
20230088,광주광역시,광산구,,20230424,79
20230089,광주광역시,광산구,,20230518,80
20230090,광주광역시,광산구,,20230630,81
20230092,대구광역시,북구,,20230716,82
20230093,부산광역시,남구,,20230717,83
20230094,광주광역시,북구,,20230118,84
20230096,광주광역시,동구,,20230505,85
20230097,광주광역시,서구,,20230513,86
20230098,광주광역시,광산구,,20230520,87
20230099,광주광역시,동구,,20230613,88
20230100,광주광역시,광산구,,20230617,89
20230101,광주광역시,북구,,20230630,90
20230102,서울특별시,송파구,,20230719,91
20230103,부산광역시,부산진구,,20230519,92
20230104,부산광역시,부산진구,,20230611,93
20230105,부산광역시,북구,,20230719,94
20230106,전라남도,완도군,,20230615,95
20230107,경상남도,창원시 의창구,,20230720,96
20230108,경기도,포천시,,20230723,97
20230109,광주광역시,북구,,20230628,98
20230110,광주광역시,서구,,20230420,99
20230111,서울특별시,송파구,,20230726,100
20230112,인천광역시,연수구,,20230713,101
20230113,경상남도,양산시,,20230725,102
20230114,강원특별자치도,속초시,,20230731,103
20230115,제주특별자치도,제주시,,20230726,104
20230116,광주광역시,광산구,,20230725,105
20230117,부산광역시,강서구,,20230801,106
20230118,서울특별시,성북구,,20230806,107
20230119,서울특별시,강남구,,20230811,108
20230121,경기도,안산시 단원구,,20230813,109
20230122,충청북도,보은군,,20230717,110
20230123,경기도,파주시,,20230824,111
20230124,경기도,의정부시,,20230824,112
20230126,제주특별자치도,제주시,,20230819,113
20230127,경상북도,경주시,,20230831,114
20230128,경상남도,진주시,,20230904,115
20230129,서울특별시,서초구,,20230911,116
20230131,경상남도,진주시,,20230917,117
20230132,경상남도,사천시,,20230918,118
20230133,서울특별시,강남구,,20230912,119
20230134,전라남도,광양시,,20230919,120
20230135,경기도,성남시 수정구,,20230921,121
20230136,서울특별시,송파구,,20231011,122
20230137,광주광역시,남구,,20230302,123
20230138,광주광역시,서구,,20230314,124
20230139,광주광역시,남구,,20230504,125
20230140,서울특별시,영등포구,,20231025,126
20230141,강원특별자치도,강릉시,,20231030,127
20230142,서울특별시,강서구,,20231103,128
20230143,광주광역시,동구,,20230821,129
20230144,부산광역시,북구,,20230810,130
20230145,부산광역시,북구,,20230810,131
20230147,서울특별시,강남구,,20231208,132
20230148,광주광역시,북구,,20230721,133
20230149,광주광역시,광산구,,20230725,134
20230150,광주광역시,광산구,,20230725,135
20230151,광주광역시,북구,,20230815,136
20230152,광주광역시,동구,,20231012,137
20230153,부산광역시,부산진구,,20230831,138
20230154,부산광역시,북구,,20230824,139
20230155,전라남도,순천시,,20230712,140
20230156,대전광역시,서구,,20230722,141
20230157,대전광역시,서구,,20230802,142
20230158,강원특별자치도,횡성군,,20230820,143
20230159,강원특별자치도,횡성군,,20230615,144
20230161,대전광역시,중구,,20230703,145
20230162,대전광역시,중구,,20230814,146
20230163,경기도,화성시,,20230814,147
20230164,충청북도,음성군,,20230824,148
20230165,충청북도,제천시,,20230703,149
20230166,충청북도,제천시,,20230808,150
20230167,충청북도,제천시,,20230818,151
20230168,충청북도,제천시,,20231019,152
20230169,광주광역시,서구,,20230718,153
20230170,광주광역시,남구,,20230821,154
20230171,부산광역시,사상구,,20230812,155
20230172,부산광역시,사상구,,20230830,156
20230173,부산광역시,동래구,,20231227,157
20230174,부산광역시,금정구,,20230919,158
20230175,인천광역시,서구,,20231019,159
20230176,제주특별자치도,제주시,,20231122,160
20230177,인천광역시,옹진군,,20230210,161
20240004,충청북도,청주시 청원구,,20230717,162
20240005,충청북도,청주시 청원구,,20231214,163
20210186,경기도,남양주시,,20240419,1
20220204,경기도,남양주시,,20240419,2
20240001,서울특별시,성북구,,20240103,3
20240002,강원특별자치도,고성군,,20240105,4
20240003,강원특별자치도,고성군,,20240108,5
20240006,경기도,용인시 기흥구,,20240110,6
20240007,서울특별시,강남구,,20240116,7
20240009,경기도,파주시,,20240203,8
20240010,경기도,남양주시,,20240206,9
20240011,서울특별시,성북구,,20240223,10
20240012,경기도,남양주시,,20240304,11
20240013,부산광역시,남구,,20240314,12
20240015,전라남도,광양시,,20240417,13
20240016,부산광역시,북구,,20240419,14
20240017,부산광역시,사상구,,20240430,15
20240018,서울특별시,강남구,,20240501,16
20240019,부산광역시,연제구,,20240507,17
20240020,부산광역시,사상구,,20240505,18
20240021,경상남도,진주시,,20240514,19
20240022,전라남도,화순군,,20240514,20
20240023,부산광역시,서구,,20240529,21
20240024,경기도,용인시 처인구,,20240616,22
20240025,경기도,평택시,,20240624,23
20240026,인천광역시,연수구,,20240620,24
20240027,인천광역시,연수구,,20240630,25
20240029,경기도,수원시 팔달구,,20240711,26
20240030,서울특별시,마포구,,20240713,27
20240031,광주광역시,서구,,20240208,28
20240032,광주광역시,서구,,20240627,29
20240033,경기도,평택시,,20240513,30
20240034,경기도,평택시,,20240409,31
20240035,대전광역시,중구,,20240411,32
20240036,대전광역시,중구,,20240516,33
20240037,대전광역시,중구,,20240527,34
20240038,대전광역시,중구,,20240306,35
20240041,경기도,남양주시,,20240716,36
20240042,세종특별자치시,세종특별자치시,,20240423,37
20240043,세종특별자치시,세종특별자치시,,20240529,38
20240044,세종특별자치시,세종특별자치시,,20240716,39
20240045,경기도,용인시 수지구,,20240718,40
20240046,광주광역시,북구,,20240412,41
20240047,제주특별자치도,제주시,,20240528,42
20240050,경기도,의정부시,,20240402,43
20240051,경기도,의정부시,,20240501,44
20240052,서울특별시,송파구,,20240722,45
20240053,대구광역시,군위군,,20240711,46
20240054,부산광역시,사하구,,20240425,47
20240055,대구광역시,북구,,20240723,48
20240056,경상남도,진주시,,20240723,49
20240057,경기도,남양주시,,20240723,50
20240058,경기도,고양시 일산서구,,20240723,51
20240059,부산광역시,사상구,,20240724,52
20240061,부산광역시,북구,,20240128,53
20240062,경상북도,경주시,,20240722,54
20240063,경기도,평택시,,20240725,55
20240064,부산광역시,서구,,20240725,56
20240065,서울특별시,성북구,,20240727,57
20240066,부산광역시,영도구,,20240728,58
20240067,경기도,군포시,,20240801,59
20240068,부산광역시,동래구,,20240703,60
20240069,부산광역시,동래구,,20240509,61
20240070,경기도,평택시,,20240731,62
20240072,경기도,용인시 기흥구,,20240725,63
20240073,전라남도,완도군,,20240426,64
20240074,부산광역시,사상구,,20240820,65
20240075,부산광역시,사상구,,20240821,66
20240076,경상남도,창원시 마산합포구,,20240818,67
20240077,서울특별시,서대문구,,20240829,68
20240078,서울특별시,송파구,,20240828,69
20240079,서울특별시,서대문구,,20240830,70
20240080,대구광역시,동구,,20240831,71
20240081,서울특별시,강남구,,20240831,72
20240082,서울특별시,구로구,,20240901,73
20240083,서울특별시,노원구,,20240222,74
20240085,서울특별시,종로구,,20240908,75
20240086,부산광역시,영도구,,20240910,76
20240087,부산광역시,사상구,,20240731,77
20240088,서울특별시,성동구,,20240913,78
20240094,전북특별자치도,군산시,,20240917,79
20240095,부산광역시,사상구,,20240921,80
20240096,부산광역시,사상구,,20240921,81
20240097,경기도,파주시,,20240719,82
20240098,경기도,파주시,,20240720,83
20240099,경기도,파주시,,20240730,84
20240100,경기도,파주시,,20240820,85
20240101,경기도,파주시,,20240909,86
20240102,전북특별자치도,전주시 완산구,,20240924,87
20240103,인천광역시,부평구,,20241004,88
20240104,광주광역시,광산구,,20241015,89
20240105,경기도,파주시,,20241111,90
20240107,서울특별시,동대문구,,20241107,91
20240108,서울특별시,노원구,,20241026,92
20240109,경기도,의정부시,,20240718,93
20240110,경상북도,구미시,,20241223,94
20240111,광주광역시,북구,,20241007,95
20240112,광주광역시,남구,,20240720,96
20240113,충청북도,옥천군,,20240601,97
20240114,전라남도,순천시,,20241020,98
20240116,충청남도,홍성군,,20240904,99
20240118,충청남도,아산시,,20240706,100
20240123,인천광역시,서구,,20240513,101
20240124,인천광역시,서구,,20240821,102
20240125,인천광역시,서구,,20240909,103
20240126,인천광역시,서구,,20241108,104
20250001,충청북도,청주시 서원구,,20240816,105
20250004,서울특별시,서대문구,,20250116,1
20250005,경기도,남양주시,,20250115,2
20250007,강원특별자치도,강릉시,,20250211,3
20250008,부산광역시,동구,,20250207,4
20250009,전북특별자치도,군산시,,20250110,5
20250010,서울특별시,서대문구,,20250305,6
20250011,전북특별자치도,군산시,,20250227,7
20250012,서울특별시,강북구,,20250116,8
20250013,경기도,남양주시,,20250307,9
20250014,서울특별시,송파구,,20250305,10
20250015,전북특별자치도,군산시,,20250122,11
20250016,서울특별시,강동구,,20250324,12
20250018,서울특별시,강서구,,20250117,13
20250019,전북특별자치도,군산시,,20250401,14
20250020,경기도,안산시 상록구,,20250401,15
20250023,충청남도,서천군,,20250331,16
20250024,서울특별시,송파구,,20250328,17
20250025,부산광역시,해운대구,,20250204,18
20250026,경기도,양주시,,20250410,19
20250027,대전광역시,서구,,20250411,20
20250029,부산광역시,사상구,,20250413,21
20250030,강원특별자치도,강릉시,,20250413,22
20250031,경기도,군포시,,20250416,23
20250032,인천광역시,부평구,,20250415,24
20250033,서울특별시,성북구,,20250417,25
20250034,광주광역시,동구,,20250415,26
20250035,대전광역시,서구,,20250421,27
20250036,경상북도,문경시,,20250421,28
20250037,경상북도,문경시,,20250421,29
20250038,경기도,수원시 장안구,,20250407,30
20250039,서울특별시,중랑구,,20250423,31
20250040,전북특별자치도,군산시,,20250427,32
20250041,경기도,성남시 중원구,,20250428,33
20250042,서울특별시,강북구,,20250419,34
20250043,서울특별시,동작구,,20250420,35
20250045,서울특별시,강남구,,20250427,36
20250046,서울특별시,강남구,,20250426,37
20250047,경상남도,김해시,,20250512,38
20250048,경상남도,김해시,,20250513,39
20250049,서울특별시,강남구,,20250512,40
20250050,충청남도,금산군,,20250513,41
20250051,경기도,남양주시,,20250513,42
20250052,부산광역시,강서구,,20250513,43
20250053,서울특별시,동대문구,,20250516,44
20250054,경상남도,진주시,,20250520,45
20250055,경기도,하남시,,20250418,46
20250056,서울특별시,서초구,,20250507,47
20250057,서울특별시,서초구,,20250517,48
20250058,충청남도,천안시 서북구,,20250527,49
20250059,서울특별시,동작구,,20250529,50
20250060,서울특별시,강동구,,20250430,51
20250061,경기도,남양주시,,20250527,52
20250062,서울특별시,관악구,,20250601,53
20250063,경기도,안성시,,20250529,54
20250065,전북특별자치도,전주시 완산구,,20250615,55
20250066,인천광역시,연수구,,20250516,56
20250067,서울특별시,강남구,,20250508,57
20250068,경기도,고양시 일산서구,,20250620,58
20250069,경기도,오산시,,20250620,59
20250070,전북특별자치도,남원시,,20250621,60
20250071,전북특별자치도,군산시,,20250625,61
20250072,인천광역시,계양구,,20250618,62
20250073,인천광역시,계양구,,20250622,63
20250074,부산광역시,기장군,,20250630,64
20250075,경기도,남양주시,,20250702,65
20250076,충청북도,청주시 서원구,,20250627,66
20250077,충청북도,음성군,,20250323,67
20250079,경상북도,포항시 남구,,20250702,68
20250080,인천광역시,미추홀구,,20250507,69
20250081,전북특별자치도,군산시,,20250701,70
20250082,전북특별자치도,전주시 덕진구,,20250622,71
20250083,경기도,평택시,,20250710,72
20250084,인천광역시,서구,,20250707,73
20250085,인천광역시,연수구,,20250710,74
20250086,부산광역시,해운대구,,20250711,75
